Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
JLHL,WELL EXECUTED,-5.4,-2.48,3.09,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.75
JLHL,WELL EXECUTED,-5.4,-2.48,3.09,Below 200 DMA,3.95,3.35,-0.57,GOOD EXIT,Good call,Good call,-0.75
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.16
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.13
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.13
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.13
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.13
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.13
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.11
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.11
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.11
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.11
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.11
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.15
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.15
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.15
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.15
JASH,WELL EXECUTED,-1.21,8.78,10.11,GOOD ENTRY,6.81,7.59,0.73,GOOD EXIT,Good call,Good call,-19.15
INDHOTEL,BOTH: Bad Entry + Early Exit,-1.53,3.47,5.07,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-1.53,3.47,5.07,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-1.53,3.47,5.07,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
ETERNAL,EARLY EXIT (wasted good entry),4.44,-6.77,-10.74,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
ETERNAL,EARLY EXIT (wasted good entry),4.44,-6.77,-10.74,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
ETERNAL,EARLY EXIT (wasted good entry),4.44,-6.77,-10.74,Below 200 DMA | Death Cross (50<200),9.07,-2.45,-10.56,Sold during improving trend | HUGE MISS (37.6% left on table),Good call,Wrong early sell,37.56
ETERNAL,EARLY EXIT (wasted good entry),4.44,-6.77,-10.74,Below 200 DMA | Death Cross (50<200),6.71,-4.36,-10.38,Sold during improving trend | HUGE MISS (37.7% left on table),Good call,Wrong early sell,37.69
MPSLTD,WELL EXECUTED,-3.5,7.71,11.62,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.72
MPSLTD,WELL EXECUTED,-3.5,7.71,11.62,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.71
MPSLTD,WELL EXECUTED,-3.5,7.71,11.62,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.7
MPSLTD,WELL EXECUTED,-3.5,7.71,11.62,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.7
MPSLTD,WELL EXECUTED,-3.5,7.71,11.62,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.7
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),8.79,16.14,6.75,Overbought (>15% above DMA) | GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,16.55,32.61,13.78,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (11.4% left on table),Good call,Wrong early sell,11.37
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,16.55,32.61,13.78,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (11.4% left on table),Good call,Wrong early sell,11.38
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,16.55,32.61,13.78,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (11.4% left on table),Good call,Wrong early sell,11.38
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,16.55,32.61,13.78,Sold above both DMAs | Still strong trend (>5% above DMAs) | Moderate miss (11.4% left on table),Good call,Wrong early sell,11.41
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.8
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.76
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.75
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
SHAILY,EARLY EXIT (wasted good entry),6.02,35.1,27.43,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
MUTHOOTFIN,BOTH: Bad Entry + Early Exit,2.38,10.65,8.08,GOOD ENTRY,-7.8,-0.9,7.49,Panic sold crossing below 50 DMA | HUGE MISS (53.6% left on table),Bad call,Wrong early sell,53.65
MPSLTD,WELL EXECUTED,-0.72,10.58,11.39,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.7
MPSLTD,WELL EXECUTED,-0.72,10.58,11.39,GOOD ENTRY,5.02,15.76,10.22,GOOD EXIT,Good call,Good call,-14.7
JUBLFOOD,Bad Entry (but saved by good exit),3.91,5.13,1.17,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
EICHERMOT,EARLY EXIT (wasted good entry),2.52,8.93,6.26,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Sold during improving trend | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
EICHERMOT,EARLY EXIT (wasted good entry),2.52,8.93,6.26,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Sold during improving trend | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
KIMS,EARLY EXIT (wasted good entry),5.26,12.58,6.96,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
INDHOTEL,BOTH: Bad Entry + Early Exit,-1.51,3.41,4.99,No specific issue,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.79
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.78
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.78
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.78
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.79
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.81
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.78
TARIL,Bad Entry (but saved by good exit),6.57,14.59,7.52,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
MUTHOOTFIN,EARLY EXIT (wasted good entry),-4.63,2.93,7.93,GOOD ENTRY,1.29,7.76,6.38,Sold above both DMAs | HUGE MISS (43.1% left on table),Good call,Wrong early sell,43.15
MUTHOOTFIN,EARLY EXIT (wasted good entry),-4.63,2.93,7.93,GOOD ENTRY,1.29,7.76,6.38,Sold above both DMAs | HUGE MISS (43.1% left on table),Good call,Wrong early sell,43.15
MUTHOOTFIN,EARLY EXIT (wasted good entry),-4.63,2.93,7.93,GOOD ENTRY,1.29,7.76,6.38,Sold above both DMAs | HUGE MISS (43.2% left on table),Good call,Wrong early sell,43.16
MUTHOOTFIN,EARLY EXIT (wasted good entry),-4.63,2.93,7.93,GOOD ENTRY,1.29,7.76,6.38,Sold above both DMAs | HUGE MISS (43.2% left on table),Good call,Wrong early sell,43.16
MUTHOOTFIN,EARLY EXIT (wasted good entry),-4.63,2.93,7.93,GOOD ENTRY,1.29,7.76,6.38,Sold above both DMAs | HUGE MISS (43.2% left on table),Good call,Wrong early sell,43.16
KIMS,EARLY EXIT (wasted good entry),5.42,13.01,7.2,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
SHAILY,EARLY EXIT (wasted good entry),-0.31,26.82,27.21,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
ANANTRAJ,EARLY EXIT (wasted good entry),8.1,-18.74,-24.82,Below 200 DMA | Death Cross (50<200),6.33,-19.63,-24.42,Sold during improving trend | Large miss (23.1% left on table),Good call,Wrong early sell,23.05
ANANTRAJ,EARLY EXIT (wasted good entry),8.1,-18.74,-24.82,Below 200 DMA | Death Cross (50<200),6.33,-19.63,-24.42,Sold during improving trend | Large miss (23.1% left on table),Good call,Wrong early sell,23.05
ANANTRAJ,EARLY EXIT (wasted good entry),8.1,-18.74,-24.82,Below 200 DMA | Death Cross (50<200),6.33,-19.63,-24.42,Sold during improving trend | Large miss (23.1% left on table),Good call,Wrong early sell,23.06
ANANTRAJ,EARLY EXIT (wasted good entry),8.1,-18.74,-24.82,Below 200 DMA | Death Cross (50<200),6.33,-19.63,-24.42,Sold during improving trend | Large miss (23.1% left on table),Good call,Wrong early sell,23.06
ANANTRAJ,EARLY EXIT (wasted good entry),8.1,-18.74,-24.82,Below 200 DMA | Death Cross (50<200),6.33,-19.63,-24.42,Sold during improving trend | Large miss (23.1% left on table),Good call,Wrong early sell,23.06
CHAMBLFERT,Bad Entry (but saved by good exit),-0.03,18.18,18.21,Overbought (>15% above DMA) | GOOD ENTRY,-7.2,10.08,18.62,GOOD EXIT,Bad call,Good call,-17.65
WELCORP,WELL EXECUTED,-1.12,4.57,5.75,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-1.12,4.57,5.75,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
METALIETF,EARLY EXIT (wasted good entry),,,,No specific issue,4.26,2.99,-1.22,Sold above both DMAs | Moderate miss (13.7% left on table),Good call,Wrong early sell,13.71
METALIETF,EARLY EXIT (wasted good entry),,,,No specific issue,4.26,2.99,-1.22,Sold above both DMAs | Moderate miss (13.8% left on table),Good call,Wrong early sell,13.84
METALIETF,EARLY EXIT (wasted good entry),,,,No specific issue,4.26,2.99,-1.22,Sold above both DMAs | Moderate miss (13.8% left on table),Good call,Wrong early sell,13.84
METALIETF,EARLY EXIT (wasted good entry),,,,No specific issue,4.26,2.99,-1.22,Sold above both DMAs | Moderate miss (13.8% left on table),Good call,Wrong early sell,13.84
METALIETF,EARLY EXIT (wasted good entry),,,,No specific issue,4.26,2.99,-1.22,Sold above both DMAs | Moderate miss (13.6% left on table),Good call,Wrong early sell,13.59
BANKBEES,EARLY EXIT (wasted good entry),6.52,7.89,1.28,Weak DMA Diff (<3%),1.83,7.13,5.21,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,5.33
BANKBEES,EARLY EXIT (wasted good entry),6.52,7.89,1.28,Weak DMA Diff (<3%),1.83,7.13,5.21,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,5.33
ABB,WELL EXECUTED,8.57,-12.91,-19.79,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.23
ABB,WELL EXECUTED,8.57,-12.91,-19.79,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.23
ABB,WELL EXECUTED,8.57,-12.91,-19.79,Below 200 DMA | Death Cross (50<200),6.16,-7.85,-13.2,GOOD EXIT,Good call,Good call,-12.22
MOTILALOFS,EARLY EXIT (wasted good entry),22.52,4.29,-14.88,Death Cross (50<200) | Overbought (>15% above DMA),14.76,7.31,-6.5,Sold above both DMAs | Sold during improving trend | Large miss (25.8% left on table),Good call,Wrong early sell,25.84
TRENT,WELL EXECUTED,7.63,-11.11,-17.41,Below 200 DMA | Death Cross (50<200),4.64,-9.74,-13.75,GOOD EXIT,Good call,Good call,-16.37
EICHERMOT,EARLY EXIT (wasted good entry),3.3,10.05,6.54,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Sold during improving trend | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
EICHERMOT,EARLY EXIT (wasted good entry),3.3,10.05,6.54,GOOD ENTRY,2.46,9.26,6.63,Sold above both DMAs | Sold during improving trend | Large miss (23.0% left on table),Good call,Wrong early sell,22.99
KIMS,EARLY EXIT (wasted good entry),4.48,12.2,7.38,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.48,12.2,7.38,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.48,12.2,7.38,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.48,12.2,7.38,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
PGEL,Bad Entry (but saved by good exit),-8.15,8.56,18.19,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Bad call,Good call,-28.43
PGEL,Bad Entry (but saved by good exit),-8.15,8.56,18.19,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Bad call,Good call,-28.42
BHARTIARTL,EARLY EXIT (wasted good entry),3.34,10.39,6.82,GOOD ENTRY,0.87,11.45,10.49,Sold above both DMAs | Sold during improving trend,Good call,Wrong early sell,9.59
ELECON,Bad Entry (but saved by good exit),35.62,16.72,-13.94,Death Cross (50<200) | Overbought (>15% above DMA),-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
ELECON,Bad Entry (but saved by good exit),35.62,16.72,-13.94,Death Cross (50<200) | Overbought (>15% above DMA),-9.58,2.7,13.58,GOOD EXIT,Bad call,Good call,-5.28
ADANIGREEN,BOTH: Bad Entry + Early Exit,12.27,-21.88,-30.41,Below 200 DMA | Death Cross (50<200),-2.9,-10.28,-7.6,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,1.43
INDHOTEL,BOTH: Bad Entry + Early Exit,-2.21,2.7,5.02,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-2.21,2.7,5.02,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.89
INDHOTEL,BOTH: Bad Entry + Early Exit,-2.21,2.7,5.02,GOOD ENTRY,-2.47,-4.72,-2.3,N/A,Bad call,Wrong early sell,0.88
TARIL,Bad Entry (but saved by good exit),4.85,13.21,7.97,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
TARIL,Bad Entry (but saved by good exit),4.85,13.21,7.97,GOOD ENTRY,-0.27,1.2,1.47,GOOD EXIT,Bad call,Good call,-5.8
DIXON,Bad Entry (but saved by good exit),13.41,12.61,-0.71,Death Cross (50<200),-4.74,3.45,8.59,GOOD EXIT,Bad call,Good call,-4.58
WELCORP,WELL EXECUTED,-0.38,5.38,5.79,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
JAGSNPHARM,WELL EXECUTED,-3.1,0.06,3.25,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,-3.1,0.06,3.25,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
JAGSNPHARM,WELL EXECUTED,-3.1,0.06,3.25,No specific issue,5.82,8.42,2.45,GOOD EXIT,Good call,Good call,-5.11
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),8.01,-17.54,-23.66,Sold during improving trend | Large miss (20.3% left on table),Good call,Wrong early sell,20.26
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),8.01,-17.54,-23.66,Sold during improving trend | Large miss (20.3% left on table),Good call,Wrong early sell,20.26
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),8.01,-17.54,-23.66,Sold during improving trend | Large miss (20.3% left on table),Good call,Wrong early sell,20.27
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),8.01,-17.54,-23.66,Sold during improving trend | Large miss (20.3% left on table),Good call,Wrong early sell,20.27
JUBLFOOD,Bad Entry (but saved by good exit),3.78,4.98,1.16,Weak DMA Diff (<3%),-0.75,2.19,2.96,GOOD EXIT,Bad call,Good call,-11.95
POLICYBZR,WELL EXECUTED,7.79,-0.79,-7.96,Below 200 DMA | Death Cross (50<200),11.62,9.05,-2.3,GOOD EXIT,Good call,Good call,-5.47
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.43
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
ANANTRAJ,EARLY EXIT (wasted good entry),9.16,-17.73,-24.63,Below 200 DMA | Death Cross (50<200),12.35,-12.06,-21.72,Sold during improving trend | Moderate miss (10.4% left on table),Good call,Wrong early sell,10.44
DLF,WELL EXECUTED,10.0,-4.87,-13.52,Below 200 DMA | Death Cross (50<200),2.37,5.64,3.19,GOOD EXIT,Good call,Good call,-4.86
DLF,WELL EXECUTED,10.0,-4.87,-13.52,Below 200 DMA | Death Cross (50<200),2.37,5.64,3.19,GOOD EXIT,Good call,Good call,-4.86
KIMS,EARLY EXIT (wasted good entry),4.84,12.83,7.61,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.84,12.83,7.61,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.84,12.83,7.61,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.84,12.83,7.61,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
KIMS,EARLY EXIT (wasted good entry),4.84,12.83,7.61,GOOD ENTRY,6.95,16.97,9.37,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs),Good call,Wrong early sell,1.48
PGEL,WELL EXECUTED,-10.03,6.07,17.89,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
PGEL,WELL EXECUTED,-10.03,6.07,17.89,GOOD ENTRY,1.97,-0.79,-2.7,GOOD EXIT,Good call,Good call,-28.42
ADANIGREEN,BOTH: Bad Entry + Early Exit,11.01,-22.11,-29.84,Below 200 DMA | Death Cross (50<200),-2.9,-10.28,-7.6,Sold during improving trend | Panic sold crossing below 50 DMA,Bad call,Wrong early sell,1.43
SHAILY,EARLY EXIT (wasted good entry),-0.78,25.94,26.93,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.82
SHAILY,EARLY EXIT (wasted good entry),-0.78,25.94,26.93,Overbought (>15% above DMA) | GOOD ENTRY,9.76,35.92,23.84,Sold above both DMAs | Still strong trend (>5% above DMAs),Good call,Wrong early sell,3.81
TAJGVK,WELL EXECUTED,-6.45,11.93,19.65,GOOD ENTRY,3.35,21.65,17.71,GOOD EXIT,Good call,Good call,-6.5
TAJGVK,WELL EXECUTED,-6.45,11.93,19.65,GOOD ENTRY,3.35,21.65,17.71,GOOD EXIT,Good call,Good call,-6.5
TAJGVK,WELL EXECUTED,-6.45,11.93,19.65,GOOD ENTRY,3.35,21.65,17.71,GOOD EXIT,Good call,Good call,-6.5
TAJGVK,WELL EXECUTED,-6.45,11.93,19.65,GOOD ENTRY,3.35,21.65,17.71,GOOD EXIT,Good call,Good call,-6.5
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
WELCORP,WELL EXECUTED,-2.25,3.51,5.9,GOOD ENTRY,12.54,18.63,5.4,GOOD EXIT,Good call,Good call,-1.65
ETERNAL,EARLY EXIT (wasted good entry),2.28,-8.29,-10.33,Below 200 DMA | Death Cross (50<200),5.68,-4.18,-9.33,Sold during improving trend | HUGE MISS (41.4% left on table),Good call,Wrong early sell,41.36
